Time (s) Run #2,"Current, Ch A (A) Run #2","Voltage, Ch B (V) Run #2","Voltage, Ch C (V) Run #2"
5.45,3.00E-14,3.1,-0.002
5.5,2.47E-14,3.2,-0.002
5.55,2.25E-14,3.2,-0.002
5.6,2.75E-14,3.3,-0.002
5.65,2.56E-15,3.3,-0.002
5.7,-3.02E-14,3.3,-0.002
5.75,-8.04E-14,3.4,-0.002
5.8,-1.40E-13,3.4,-0.002
5.85,-2.06E-13,3.5,-0.002
5.9,-2.55E-13,3.5,-0.002
5.95,-3.36E-13,3.6,-0.002
6,-4.03E-13,3.7,-0.002
6.05,-4.59E-13,3.7,-0.002
6.1,-4.95E-13,3.8,-0.002
6.15,-5.46E-13,3.9,-0.002
6.2,-5.69E-13,3.9,-0.002
6.25,-6.04E-13,4,-0.002
6.3,-6.29E-13,4.1,-0.002
6.35,-6.40E-13,4.1,-0.002
6.4,-6.47E-13,4.2,-0.002
6.45,-6.58E-13,4.3,-0.002
6.5,-6.76E-13,4.3,-0.002
6.55,-6.82E-13,4.4,-0.002
6.6,-6.93E-13,4.4,-0.002
6.65,-7.01E-13,4.4,-0.002
6.7,-7.12E-13,4.4,-0.002
6.75,-7.15E-13,4.4,-0.002
6.8,-7.11E-13,4.5,-0.002
6.85,-7.14E-13,4.5,-0.002
6.9,-7.27E-13,4.5,-0.002
6.95,-7.36E-13,4.6,-0.002
7,-7.31E-13,4.6,-0.002
7.05,-7.25E-13,4.6,-0.002
7.1,-7.22E-13,4.7,-0.002
7.15,-7.28E-13,4.7,-0.002
7.2,-7.32E-13,4.7,-0.002
7.25,-7.31E-13,4.7,-0.002
7.3,-7.41E-13,4.8,-0.002
7.35,-7.31E-13,4.8,-0.002
7.4,-7.29E-13,4.8,-0.002
7.45,-7.33E-13,4.8,-0.002
7.5,-7.26E-13,4.8,-0.002
7.55,-7.38E-13,4.8,-0.002
7.6,-7.30E-13,4.9,-0.002
7.65,-7.34E-13,4.9,-0.002
7.7,-7.37E-13,4.9,-0.002
7.75,-7.25E-13,5,-0.002
7.8,-7.37E-13,5,-0.002
7.85,-7.31E-13,5,-0.002
7.9,-7.31E-13,5,-0.002
7.95,-7.29E-13,5.1,-0.002
8,-7.43E-13,5.1,-0.002
8.05,-7.38E-13,5.1,-0.002
8.1,-7.36E-13,5.2,-0.002
8.15,-7.39E-13,5.2,-0.002
8.2,-7.44E-13,5.2,-0.002
8.25,-7.50E-13,5.2,-0.002
8.3,-7.37E-13,5.3,-0.002
8.35,-7.34E-13,5.3,-0.002
8.4,-7.37E-13,5.3,-0.002
8.45,-7.40E-13,5.4,-0.002
8.5,-7.44E-13,5.4,-0.002
8.55,-7.47E-13,5.4,-0.002
8.6,-7.33E-13,5.5,-0.002
8.65,-7.38E-13,5.5,-0.002
8.7,-7.47E-13,5.5,-0.002
8.75,-7.35E-13,5.6,-0.002
8.8,-7.44E-13,5.6,-0.002
8.85,-7.54E-13,5.7,-0.002
8.9,-7.54E-13,5.7,-0.002
8.95,-7.48E-13,5.7,-0.002
9,-7.43E-13,5.8,-0.002
9.05,-7.64E-13,5.8,-0.002
9.1,-7.56E-13,5.9,-0.002
9.15,-7.58E-13,5.9,-0.002
9.2,-7.72E-13,6,-0.002
9.25,-7.62E-13,6,-0.002
9.3,-7.59E-13,6,-0.002
9.35,-7.48E-13,6.1,-0.002
9.4,-7.55E-13,6.1,-0.002
9.45,-7.60E-13,6.1,-0.002
9.5,-7.54E-13,6.2,-0.002
9.55,-7.55E-13,6.2,-0.002
9.6,-7.56E-13,6.2,-0.002
9.65,-7.70E-13,6.3,-0.002
9.7,-7.55E-13,6.3,-0.002
9.75,-7.74E-13,6.4,-0.002
9.8,-7.81E-13,6.4,-0.002
9.85,-7.79E-13,6.4,-0.002
9.9,-7.83E-13,6.5,-0.002
9.95,-7.73E-13,6.5,-0.002
10,-7.76E-13,6.6,-0.002
10.05,-7.74E-13,6.6,-0.002
10.1,-7.78E-13,6.7,-0.002
10.15,-7.66E-13,6.7,-0.002
10.2,-7.77E-13,6.7,-0.002
10.25,-7.57E-13,6.8,-0.002
10.3,-7.52E-13,6.8,-0.002
10.35,-7.64E-13,6.9,-0.002
10.4,-7.72E-13,6.9,-0.002
10.45,-7.57E-13,7,-0.002
10.5,-7.70E-13,7,-0.002
10.55,-7.64E-13,7,-0.002
10.6,-7.77E-13,7.1,-0.002
10.65,-7.69E-13,7.1,-0.002
10.7,-7.68E-13,7.1,-0.002
10.75,-7.68E-13,7.2,-0.002
10.8,-7.73E-13,7.2,-0.002
10.85,-7.78E-13,7.3,-0.002
10.9,-7.74E-13,7.3,-0.002
10.95,-7.86E-13,7.3,-0.002
11,-7.88E-13,7.4,-0.002
11.05,-7.83E-13,7.4,-0.002
11.1,-7.74E-13,7.4,-0.002
11.15,-7.79E-13,7.5,-0.002
11.2,-7.86E-13,7.5,-0.002
11.25,-7.86E-13,7.6,-0.002
11.3,-7.85E-13,7.6,-0.002
11.35,-7.76E-13,7.6,-0.002
11.4,-7.79E-13,7.7,-0.002
11.45,-7.68E-13,7.7,-0.002
11.5,-7.71E-13,7.8,-0.002
11.55,-7.79E-13,7.8,-0.002
11.6,-7.72E-13,7.9,-0.002
11.65,-7.81E-13,7.9,-0.002
11.7,-7.83E-13,7.9,-0.002
11.75,-7.78E-13,8,-0.002
11.8,-7.78E-13,8,-0.002
11.85,-7.85E-13,8,-0.002
11.9,-7.98E-13,8.1,-0.002
11.95,-7.89E-13,8.1,-0.002
12,-7.85E-13,8.1,-0.002
12.05,-7.96E-13,8.2,-0.002
12.1,-7.93E-13,8.2,-0.002
12.15,-7.93E-13,8.3,-0.002
12.2,-8.04E-13,8.3,-0.002
12.25,-7.99E-13,8.3,-0.002
12.3,-8.09E-13,8.4,-0.002
12.35,-7.98E-13,8.4,-0.002
12.4,-8.07E-13,8.5,-0.002
12.45,-8.03E-13,8.5,-0.002
12.5,-8.02E-13,8.6,-0.002
12.55,-8.03E-13,8.6,-0.002
12.6,-7.92E-13,8.6,-0.002
12.65,-8.00E-13,8.7,-0.002
12.7,-8.03E-13,8.7,-0.002
12.75,-7.99E-13,8.7,-0.003
12.8,-8.17E-13,8.8,-0.002
12.85,-8.13E-13,8.8,-0.002
12.9,-8.09E-13,8.9,-0.003
12.95,-8.09E-13,8.9,-0.002
13,-8.09E-13,9,-0.002
13.05,-8.06E-13,9,-0.002
13.1,-8.08E-13,9.1,-0.002
13.15,-8.15E-13,9.1,-0.002
13.2,-8.22E-13,9.1,-0.002
13.25,-8.09E-13,9.1,-0.002
13.3,-8.27E-13,9.2,-0.002
13.35,-8.25E-13,9.2,-0.003
13.4,-8.27E-13,9.2,-0.002
13.45,-8.17E-13,9.2,-0.002
13.5,-8.16E-13,9.2,-0.002
13.55,-8.18E-13,9.2,-0.002
13.6,-8.35E-13,9.2,-0.002
13.65,-8.37E-13,9.2,-0.002
13.7,-8.29E-13,9.2,-0.002
13.75,-8.32E-13,9.2,-0.002
13.8,-8.34E-13,9.2,-0.002
13.85,-8.32E-13,9.2,-0.002
13.9,-8.33E-13,9.2,-0.002
13.95,-8.38E-13,9.2,-0.002
14,-8.30E-13,9.2,-0.002
14.05,-8.33E-13,9.3,-0.002
14.1,-8.34E-13,9.3,-0.002
14.15,-8.23E-13,9.3,-0.002
14.2,-8.20E-13,9.4,-0.002
14.25,-8.24E-13,9.4,-0.002
14.3,-8.29E-13,9.4,-0.002
14.35,-8.29E-13,9.4,-0.002
14.4,-8.14E-13,9.5,-0.002
14.45,-8.31E-13,9.5,-0.002
14.5,-8.25E-13,9.5,-0.002
14.55,-8.31E-13,9.6,-0.002
14.6,-8.41E-13,9.6,-0.002
14.65,-8.47E-13,9.6,-0.002
14.7,-8.42E-13,9.6,-0.002
14.75,-8.42E-13,9.7,-0.002
14.8,-8.44E-13,9.7,-0.003
14.85,-8.49E-13,9.7,-0.002
14.9,-8.44E-13,9.8,-0.002
14.95,-8.45E-13,9.8,-0.002
15,-8.41E-13,9.8,-0.002
15.05,-8.36E-13,9.9,-0.002
15.1,-8.51E-13,9.9,-0.002
15.15,-8.53E-13,9.9,-0.002
15.2,-8.51E-13,10,-0.002
15.25,-8.52E-13,10,-0.002
15.3,-8.51E-13,10,-0.002
15.35,-8.57E-13,10.1,-0.002
15.4,-8.51E-13,10.1,-0.002
15.45,-8.52E-13,10.2,-0.002
15.5,-8.56E-13,10.2,-0.002
15.55,-8.61E-13,10.3,-0.002
15.6,-8.68E-13,10.3,-0.002
15.65,-8.61E-13,10.4,-0.002
15.7,-8.72E-13,10.4,-0.002
15.75,-8.61E-13,10.4,-0.002
15.8,-8.76E-13,10.5,-0.002
15.85,-8.65E-13,10.5,-0.002
15.9,-8.76E-13,10.6,-0.002
15.95,-8.83E-13,10.6,-0.002
16,-8.87E-13,10.7,-0.002
16.05,-8.88E-13,10.7,-0.002
16.1,-8.85E-13,10.8,-0.002
16.15,-8.83E-13,10.8,-0.002
16.2,-8.85E-13,10.9,-0.002
16.25,-8.97E-13,10.9,-0.002
16.3,-8.98E-13,10.9,-0.002
16.35,-9.04E-13,11,-0.002
16.4,-8.95E-13,11,-0.002
16.45,-8.86E-13,11,-0.002
16.5,-9.01E-13,11.1,-0.002
16.55,-8.96E-13,11.1,-0.002
16.6,-9.04E-13,11.2,-0.002
16.65,-8.99E-13,11.2,-0.002
16.7,-9.02E-13,11.3,-0.002
16.75,-9.14E-13,11.3,-0.002
16.8,-9.09E-13,11.4,-0.002
16.85,-9.16E-13,11.4,-0.002
16.9,-9.13E-13,11.4,-0.003
16.95,-9.31E-13,11.5,-0.003
17,-9.23E-13,11.5,-0.002
17.05,-9.29E-13,11.6,-0.002
17.1,-9.25E-13,11.6,-0.002
17.15,-9.28E-13,11.7,-0.002
17.2,-9.39E-13,11.7,-0.002
17.25,-9.34E-13,11.8,-0.002
17.3,-9.40E-13,11.8,-0.002
17.35,-9.42E-13,11.8,-0.002
17.4,-9.50E-13,11.9,-0.002
17.45,-9.57E-13,11.9,-0.002
17.5,-9.64E-13,12,-0.002
17.55,-9.52E-13,12,-0.002
17.6,-9.63E-13,12.1,-0.002
17.65,-9.69E-13,12.1,-0.002
17.7,-9.79E-13,12.2,-0.002
17.75,-9.87E-13,12.2,-0.002
17.8,-9.93E-13,12.3,-0.002
17.85,-9.92E-13,12.3,-0.002
17.9,-9.87E-13,12.3,-0.002
17.95,-9.95E-13,12.4,-0.002
18,-9.86E-13,12.4,-0.002
18.05,-9.88E-13,12.4,-0.002
18.1,-9.80E-13,12.5,-0.002
18.15,-1.01E-12,12.5,-0.002
18.2,-1.00E-12,12.6,-0.002
18.25,-9.97E-13,12.6,-0.002
18.3,-1.02E-12,12.6,-0.002
18.35,-1.03E-12,12.7,-0.002
18.4,-1.03E-12,12.7,-0.002
18.45,-1.04E-12,12.7,-0.002
18.5,-1.03E-12,12.8,-0.002
18.55,-1.05E-12,12.8,-0.003
18.6,-1.05E-12,12.9,-0.002
18.65,-1.04E-12,12.9,-0.002
18.7,-1.04E-12,12.9,-0.002
18.75,-1.04E-12,12.9,-0.002
18.8,-1.04E-12,13,-0.002
18.85,-1.05E-12,13,-0.002
18.9,-1.04E-12,13,-0.002
18.95,-1.04E-12,13.1,-0.002
19,-1.04E-12,13.1,-0.002
19.05,-1.04E-12,13.1,-0.002
19.1,-1.04E-12,13.1,-0.002
19.15,-1.03E-12,13.2,-0.002
19.2,-1.03E-12,13.2,-0.002
19.25,-1.04E-12,13.2,-0.002
19.3,-1.03E-12,13.3,-0.003
19.35,-1.04E-12,13.3,-0.002
19.4,-1.04E-12,13.3,-0.002
19.45,-1.03E-12,13.4,-0.002
19.5,-1.04E-12,13.4,-0.002
19.55,-1.05E-12,13.4,-0.002
19.6,-1.06E-12,13.5,-0.002
19.65,-1.07E-12,13.5,-0.002
19.7,-1.08E-12,13.6,-0.002
19.75,-1.08E-12,13.6,-0.002
19.8,-1.08E-12,13.7,-0.002
19.85,-1.08E-12,13.7,-0.002
19.9,-1.09E-12,13.8,-0.002
19.95,-1.10E-12,13.8,-0.002
20,-1.08E-12,13.9,-0.002
20.05,-1.09E-12,13.9,-0.002
20.1,-1.10E-12,13.9,-0.002
20.15,-1.11E-12,14,-0.002
20.2,-1.11E-12,14,-0.002
20.25,-1.12E-12,14,-0.002
20.3,-1.11E-12,14.1,-0.002
20.35,-1.12E-12,14.1,-0.002
20.4,-1.13E-12,14.1,-0.002
20.45,-1.11E-12,14.1,-0.002
20.5,-1.11E-12,14.2,-0.002
20.55,-1.12E-12,14.2,-0.002
20.6,-1.11E-12,14.2,-0.002
20.65,-1.12E-12,14.2,-0.002
20.7,-1.13E-12,14.3,-0.002
20.75,-1.13E-12,14.3,-0.002
20.8,-1.14E-12,14.3,-0.002
20.85,-1.13E-12,14.3,-0.002
20.9,-1.13E-12,14.3,-0.002
20.95,-1.14E-12,14.3,-0.002
21,-1.14E-12,14.3,-0.002
21.05,-1.16E-12,14.3,-0.002
21.1,-1.16E-12,14.3,-0.002
21.15,-1.15E-12,14.3,-0.002
21.2,-1.15E-12,14.3,-0.002
21.25,-1.15E-12,14.3,-0.002
21.3,-1.16E-12,14.3,-0.002
21.35,-1.15E-12,14.3,-0.002
21.4,-1.16E-12,14.3,-0.002
21.45,-1.15E-12,14.3,-0.002
21.5,-1.15E-12,14.3,-0.002
21.55,-1.16E-12,14.3,-0.002
21.6,-1.16E-12,14.3,-0.002
21.65,-1.15E-12,14.3,-0.002
21.7,-1.15E-12,14.3,-0.002
21.75,-1.14E-12,14.3,-0.002
21.8,-1.15E-12,14.4,-0.002
21.85,-1.15E-12,14.4,-0.002
21.9,-1.16E-12,14.4,-0.002
21.95,-1.14E-12,14.5,-0.002
22,-1.16E-12,14.5,-0.002
22.05,-1.16E-12,14.5,-0.002
22.1,-1.17E-12,14.5,-0.002
22.15,-1.17E-12,14.6,-0.002
22.2,-1.16E-12,14.6,-0.002
22.25,-1.16E-12,14.6,-0.002
22.3,-1.17E-12,14.6,-0.002
22.35,-1.17E-12,14.6,-0.002
22.4,-1.18E-12,14.6,-0.002
22.45,-1.18E-12,14.6,-0.002
22.5,-1.19E-12,14.7,-0.002
22.55,-1.20E-12,14.7,-0.002
22.6,-1.20E-12,14.7,-0.002
22.65,-1.20E-12,14.7,-0.002
22.7,-1.20E-12,14.7,-0.002
22.75,-1.21E-12,14.8,-0.002
22.8,-1.20E-12,14.8,-0.002
22.85,-1.20E-12,14.8,-0.002
22.9,-1.21E-12,14.8,-0.002
22.95,-1.21E-12,14.8,-0.002
23,-1.21E-12,14.9,-0.002
23.05,-1.21E-12,14.9,-0.002
23.1,-1.21E-12,14.9,-0.002
23.15,-1.21E-12,14.9,-0.002
23.2,-1.20E-12,14.9,-0.002
23.25,-1.20E-12,15,-0.002
23.3,-1.22E-12,15,-0.002
23.35,-1.21E-12,15,-0.002
23.4,-1.21E-12,15,-0.002
23.45,-1.22E-12,15.1,-0.002
23.5,-1.22E-12,15.1,-0.002
23.55,-1.22E-12,15.1,-0.002
23.6,-1.22E-12,15.2,-0.002
23.65,-1.22E-12,15.2,-0.002
23.7,-1.23E-12,15.2,-0.002
23.75,-1.23E-12,15.3,-0.002
23.8,-1.23E-12,15.3,-0.002
23.85,-1.23E-12,15.3,-0.002
23.9,-1.24E-12,15.4,-0.002
23.95,-1.24E-12,15.4,-0.002
24,-1.24E-12,15.4,-0.002
24.05,-1.23E-12,15.5,-0.002
24.1,-1.24E-12,15.5,-0.002
24.15,-1.24E-12,15.5,-0.002
24.2,-1.24E-12,15.6,-0.002
24.25,-1.24E-12,15.6,-0.002
24.3,-1.24E-12,15.6,-0.002
24.35,-1.25E-12,15.7,-0.002
24.4,-1.26E-12,15.7,-0.002
24.45,-1.27E-12,15.8,-0.002
24.5,-1.27E-12,15.8,-0.002
24.55,-1.27E-12,15.8,-0.002
24.6,-1.28E-12,15.9,-0.002
24.65,-1.28E-12,15.9,-0.002
24.7,-1.28E-12,15.9,-0.002
24.75,-1.28E-12,15.9,-0.002
24.8,-1.28E-12,16,-0.002
24.85,-1.28E-12,16,-0.002
24.9,-1.30E-12,16,-0.002
24.95,-1.30E-12,16,-0.002
25,-1.29E-12,16.1,-0.002
25.05,-1.29E-12,16.1,-0.002
25.1,-1.30E-12,16.1,-0.002
25.15,-1.30E-12,16.2,-0.002
25.2,-1.31E-12,16.2,-0.002
25.25,-1.30E-12,16.3,-0.002
25.3,-1.32E-12,16.3,-0.002
25.35,-1.31E-12,16.3,-0.002
25.4,-1.32E-12,16.4,-0.002
25.45,-1.33E-12,16.4,-0.002
25.5,-1.33E-12,16.4,-0.002
25.55,-1.33E-12,16.5,-0.002
25.6,-1.33E-12,16.5,-0.002
25.65,-1.34E-12,16.6,-0.002
25.7,-1.34E-12,16.6,-0.002
25.75,-1.35E-12,16.6,-0.002
25.8,-1.35E-12,16.7,-0.002
25.85,-1.35E-12,16.7,-0.002
25.9,-1.35E-12,16.8,-0.002
25.95,-1.36E-12,16.8,-0.002
26,-1.36E-12,16.9,-0.002
26.05,-1.36E-12,16.9,-0.002
26.1,-1.37E-12,16.9,-0.002
26.15,-1.37E-12,16.9,-0.002
26.2,-1.39E-12,17,-0.002
26.25,-1.40E-12,17,-0.002
26.3,-1.40E-12,17.1,-0.002
26.35,-1.40E-12,17.1,-0.002
26.4,-1.42E-12,17.1,-0.002
26.45,-1.42E-12,17.2,-0.002
26.5,-1.43E-12,17.2,-0.002
26.55,-1.45E-12,17.2,-0.002
26.6,-1.44E-12,17.3,-0.002
26.65,-1.45E-12,17.3,-0.002
26.7,-1.45E-12,17.4,-0.002
26.75,-1.46E-12,17.4,-0.002
26.8,-1.47E-12,17.4,-0.002
26.85,-1.47E-12,17.5,-0.002
26.9,-1.47E-12,17.5,-0.002
26.95,-1.48E-12,17.6,-0.002
27,-1.47E-12,17.6,-0.002
27.05,-1.49E-12,17.6,-0.002
27.1,-1.48E-12,17.7,-0.002
27.15,-1.49E-12,17.7,-0.002
27.2,-1.49E-12,17.7,-0.002
27.25,-1.49E-12,17.8,-0.002
27.3,-1.50E-12,17.8,-0.002
27.35,-1.50E-12,17.8,-0.002
27.4,-1.50E-12,17.9,-0.002
27.45,-1.50E-12,17.9,-0.002
27.5,-1.51E-12,18,-0.002
27.55,-1.51E-12,18,-0.002
27.6,-1.53E-12,18,-0.002
27.65,-1.53E-12,18.1,-0.002
27.7,-1.52E-12,18.1,-0.002
27.75,-1.52E-12,18.1,-0.002
27.8,-1.53E-12,18.1,-0.002
27.85,-1.53E-12,18.2,-0.002
27.9,-1.53E-12,18.2,-0.002
27.95,-1.53E-12,18.2,-0.002
28,-1.53E-12,18.3,-0.002
28.05,-1.54E-12,18.3,-0.002
28.1,-1.55E-12,18.3,-0.002
28.15,-1.55E-12,18.4,-0.002
28.2,-1.55E-12,18.4,-0.002
28.25,-1.56E-12,18.4,-0.002
28.3,-1.56E-12,18.4,-0.002
28.35,-1.55E-12,18.5,-0.002
28.4,-1.56E-12,18.5,-0.002
28.45,-1.57E-12,18.5,-0.002
28.5,-1.57E-12,18.6,-0.002
28.55,-1.58E-12,18.6,-0.002
28.6,-1.57E-12,18.6,-0.002
28.65,-1.58E-12,18.7,-0.002
28.7,-1.58E-12,18.7,-0.002
28.75,-1.59E-12,18.7,-0.002
28.8,-1.59E-12,18.8,-0.002
28.85,-1.60E-12,18.8,-0.002
28.9,-1.59E-12,18.8,-0.002
28.95,-1.61E-12,18.9,-0.002
29,-1.61E-12,18.9,-0.002
29.05,-1.61E-12,18.9,-0.002
29.1,-1.62E-12,18.9,-0.002
29.15,-1.63E-12,19,-0.002
29.2,-1.63E-12,19,-0.002
29.25,-1.64E-12,19,-0.002
29.3,-1.64E-12,19,-0.002
29.35,-1.65E-12,19.1,-0.002
29.4,-1.65E-12,19.1,-0.002
29.45,-1.64E-12,19.1,-0.002
29.5,-1.64E-12,19.1,-0.002
29.55,-1.64E-12,19.1,-0.002
29.6,-1.65E-12,19.2,-0.002
29.65,-1.64E-12,19.2,-0.002
29.7,-1.63E-12,19.2,-0.002
29.75,-1.64E-12,19.2,-0.002
29.8,-1.64E-12,19.2,-0.002
29.85,-1.66E-12,19.2,-0.002
29.9,-1.64E-12,19.3,-0.002
29.95,-1.65E-12,19.3,-0.002
30,-1.64E-12,19.3,-0.002
30.05,-1.65E-12,19.3,-0.002
30.1,-1.65E-12,19.3,-0.002
30.15,-1.65E-12,19.3,-0.002
30.2,-1.64E-12,19.3,-0.002
30.25,-1.65E-12,19.3,-0.002
30.3,-1.66E-12,19.3,-0.002
30.35,-1.66E-12,19.3,-0.002
30.4,-1.64E-12,19.3,-0.002
30.45,-1.64E-12,19.3,-0.002
30.5,-1.64E-12,19.3,-0.002
30.55,-1.64E-12,19.3,-0.002
30.6,-1.65E-12,19.3,-0.002
30.65,-1.65E-12,19.3,-0.002
30.7,-1.65E-12,19.3,-0.002
30.75,-1.64E-12,19.3,-0.002
30.8,-1.65E-12,19.4,-0.002
30.85,-1.65E-12,19.4,-0.002
30.9,-1.67E-12,19.4,-0.002
30.95,-1.67E-12,19.5,-0.002
31,-1.68E-12,19.5,-0.002
31.05,-1.68E-12,19.5,-0.002
31.1,-1.68E-12,19.5,-0.002
31.15,-1.67E-12,19.6,-0.002
31.2,-1.68E-12,19.6,-0.002
31.25,-1.69E-12,19.6,-0.002
31.3,-1.67E-12,19.6,-0.002
31.35,-1.67E-12,19.7,-0.002
31.4,-1.66E-12,19.7,-0.002
31.45,-1.67E-12,19.7,-0.002
31.5,-1.66E-12,19.7,-0.002
31.55,-1.67E-12,19.8,-0.002
31.6,-1.66E-12,19.8,-0.002
31.65,-1.65E-12,19.8,-0.002
31.7,-1.67E-12,19.8,-0.002
31.75,-1.67E-12,19.9,-0.002
31.8,-1.67E-12,19.9,-0.002
31.85,-1.68E-12,19.9,-0.002
31.9,-1.68E-12,20,-0.002
31.95,-1.67E-12,20,-0.002
32,-1.68E-12,20,-0.002
32.05,-1.69E-12,20,-0.002
32.1,-1.69E-12,20.1,-0.002
32.15,-1.70E-12,20.1,-0.002
32.2,-1.69E-12,20.1,-0.002
32.25,-1.70E-12,20.2,-0.002
32.3,-1.71E-12,20.2,-0.002
32.35,-1.70E-12,20.2,-0.002
32.4,-1.72E-12,20.3,-0.002
32.45,-1.72E-12,20.3,-0.002
32.5,-1.72E-12,20.3,-0.002
32.55,-1.73E-12,20.3,-0.002
32.6,-1.73E-12,20.4,-0.002
32.65,-1.75E-12,20.4,-0.002
32.7,-1.75E-12,20.4,-0.002
32.75,-1.76E-12,20.5,-0.002
32.8,-1.76E-12,20.5,-0.002
32.85,-1.77E-12,20.5,-0.002
32.9,-1.78E-12,20.5,-0.002
32.95,-1.78E-12,20.6,-0.002
33,-1.78E-12,20.6,-0.002
33.05,-1.78E-12,20.7,-0.002
33.1,-1.80E-12,20.7,-0.002
33.15,-1.81E-12,20.7,-0.002
33.2,-1.80E-12,20.8,-0.002
33.25,-1.80E-12,20.8,-0.002
33.3,-1.82E-12,20.8,-0.002
33.35,-1.83E-12,20.9,-0.002
33.4,-1.83E-12,20.9,-0.002
33.45,-1.83E-12,20.9,-0.002
33.5,-1.84E-12,21,-0.002
33.55,-1.85E-12,21,-0.002
33.6,-1.86E-12,21,-0.002
33.65,-1.86E-12,21.1,-0.002
33.7,-1.87E-12,21.1,-0.002
33.75,-1.88E-12,21.1,-0.002
33.8,-1.88E-12,21.2,-0.002
33.85,-1.89E-12,21.2,-0.002
33.9,-1.89E-12,21.2,-0.002
33.95,-1.90E-12,21.3,-0.002
34,-1.91E-12,21.3,-0.002
34.05,-1.92E-12,21.3,-0.002
34.1,-1.92E-12,21.3,-0.002
34.15,-1.93E-12,21.4,-0.002
34.2,-1.95E-12,21.4,-0.002
34.25,-1.96E-12,21.4,-0.002
34.3,-1.97E-12,21.4,-0.002
34.35,-1.98E-12,21.4,-0.002
34.4,-1.97E-12,21.5,-0.002
34.45,-1.99E-12,21.5,-0.002
34.5,-2.00E-12,21.5,-0.002
34.55,-2.00E-12,21.5,-0.002
34.6,-2.00E-12,21.5,-0.002
34.65,-2.00E-12,21.6,-0.002
34.7,-2.01E-12,21.6,-0.002
34.75,-2.00E-12,21.6,-0.002
34.8,-2.01E-12,21.7,-0.002
34.85,-2.01E-12,21.7,-0.002
34.9,-2.02E-12,21.7,-0.002
34.95,-2.03E-12,21.8,-0.002
35,-2.03E-12,21.8,-0.002
35.05,-2.04E-12,21.8,-0.002
35.1,-2.06E-12,21.9,-0.002
35.15,-2.05E-12,21.9,-0.002
35.2,-2.06E-12,21.9,-0.002
35.25,-2.06E-12,21.9,-0.002
35.3,-2.07E-12,21.9,-0.002
35.35,-2.08E-12,22,-0.002
35.4,-2.08E-12,22,-0.002
35.45,-2.09E-12,22,-0.002
35.5,-2.09E-12,22,-0.002
35.55,-2.11E-12,22.1,-0.002
35.6,-2.11E-12,22.1,-0.002
35.65,-2.10E-12,22.1,-0.002
35.7,-2.11E-12,22.1,-0.002
35.75,-2.11E-12,22.1,-0.002
35.8,-2.11E-12,22.2,-0.002
35.85,-2.12E-12,22.2,-0.002
35.9,-2.13E-12,22.2,-0.002
35.95,-2.13E-12,22.3,-0.002
36,-2.14E-12,22.3,-0.002
36.05,-2.13E-12,22.3,-0.002
36.1,-2.15E-12,22.3,-0.002
36.15,-2.15E-12,22.4,-0.002
36.2,-2.14E-12,22.4,-0.002
36.25,-2.15E-12,22.4,-0.002
36.3,-2.16E-12,22.4,-0.002
36.35,-2.15E-12,22.5,-0.002
36.4,-2.15E-12,22.5,-0.002
36.45,-2.17E-12,22.5,-0.002
36.5,-2.17E-12,22.5,-0.002
36.55,-2.18E-12,22.5,-0.002
36.6,-2.17E-12,22.6,-0.002
36.65,-2.18E-12,22.6,-0.002
36.7,-2.18E-12,22.6,-0.002
36.75,-2.18E-12,22.6,-0.002
36.8,-2.19E-12,22.6,-0.002
36.85,-2.19E-12,22.7,-0.002
36.9,-2.19E-12,22.7,-0.002
36.95,-2.20E-12,22.7,-0.002
37,-2.20E-12,22.7,-0.002
37.05,-2.19E-12,22.8,-0.002
37.1,-2.19E-12,22.8,-0.002
37.15,-2.19E-12,22.8,-0.002
37.2,-2.17E-12,22.8,-0.002
37.25,-2.17E-12,22.9,-0.002
37.3,-2.18E-12,22.9,-0.002
37.35,-2.18E-12,22.9,-0.002
37.4,-2.18E-12,22.9,-0.002
37.45,-2.19E-12,23,-0.002
37.5,-2.20E-12,23,-0.002
37.55,-2.20E-12,23,-0.002
37.6,-2.19E-12,23,-0.002
37.65,-2.20E-12,23,-0.002
37.7,-2.19E-12,23.1,-0.002
37.75,-2.19E-12,23.1,-0.002
37.8,-2.19E-12,23.1,-0.002
37.85,-2.20E-12,23.1,-0.002
37.9,-2.19E-12,23.1,-0.002
37.95,-2.19E-12,23.2,-0.002
38,-2.21E-12,23.2,-0.002
38.05,-2.20E-12,23.2,-0.002
38.1,-2.20E-12,23.2,-0.002
38.15,-2.19E-12,23.3,-0.002
38.2,-2.19E-12,23.3,-0.002
38.25,-2.18E-12,23.3,-0.002
38.3,-2.20E-12,23.3,-0.002
38.35,-2.20E-12,23.3,-0.002
38.4,-2.19E-12,23.4,-0.002
38.45,-2.19E-12,23.4,-0.002
38.5,-2.20E-12,23.4,-0.002
38.55,-2.19E-12,23.4,-0.002
38.6,-2.19E-12,23.5,-0.002
38.65,-2.18E-12,23.5,-0.002
38.7,-2.18E-12,23.5,-0.002
38.75,-2.17E-12,23.5,-0.002
38.8,-2.18E-12,23.6,-0.002
38.85,-2.18E-12,23.6,-0.002
38.9,-2.18E-12,23.6,-0.002
38.95,-2.18E-12,23.7,-0.002
39,-2.18E-12,23.7,-0.002
39.05,-2.17E-12,23.7,-0.002
